productCategoryRankId,countryCode,productCategoryId,rankingThreshold,rankingThresholdPercentage
,DE,23,268098,0.03000
,DE,23,178732,0.02000
,DE,23,134049,0.01500
,DE,23,89366,0.01000
,DE,23,44683,0.00500
,DE,23,8937,0.00100
,DE,23,4468,0.00050
,DE,23,894,0.00010
,DE,23,0,0.00000
,ES,1,2099837,1.00000
,ES,1,1049919,0.50000
,ES,1,839935,0.40000
,ES,1,629951,0.30000
,ES,1,419967,0.20000
,ES,1,314976,0.15000
,ES,1,209984,0.10000
,ES,1,104992,0.05000
,ES,1,83993,0.04000
,ES,1,62995,0.03000
,ES,1,41997,0.02000
,ES,1,31498,0.01500
,ES,1,20998,0.01000
,ES,1,10499,0.00500
,ES,1,2100,0.00100
,ES,1,1050,0.00050
,ES,1,210,0.00010
,ES,1,0,0.00000
,ES,2,2719568,1.00000
,ES,2,1359784,0.50000
,ES,2,1087827,0.40000
,ES,2,815870,0.30000
,ES,2,543914,0.20000
,ES,2,407935,0.15000
,ES,2,271957,0.10000
,ES,2,135978,0.05000
,ES,2,108783,0.04000
,ES,2,81587,0.03000
,ES,2,54391,0.02000
,ES,2,40794,0.01500
,ES,2,27196,0.01000
,ES,2,13598,0.00500
,ES,2,2720,0.00100
,ES,2,1360,0.00050
,ES,2,272,0.00010
,ES,2,0,0.00000
,ES,3,1929478,1.00000
,ES,3,964739,0.50000
,ES,3,771791,0.40000
,ES,3,578843,0.30000
,ES,3,385896,0.20000
,ES,3,289422,0.15000
,ES,3,192948,0.10000
,ES,3,96474,0.05000
,ES,3,77179,0.04000
,ES,3,57884,0.03000
,ES,3,38590,0.02000
,ES,3,28942,0.01500
,ES,3,19295,0.01000
,ES,3,9647,0.00500
,ES,3,1929,0.00100
,ES,3,965,0.00050
,ES,3,193,0.00010
,ES,3,0,0.00000
,ES,4,1944813,1.00000
,ES,4,972407,0.50000
,ES,4,777925,0.40000
,ES,4,583444,0.30000
,ES,4,388963,0.20000
,ES,4,291722,0.15000
,ES,4,194481,0.10000
,ES,4,97241,0.05000
,ES,4,77793,0.04000
,ES,4,58344,0.03000
,ES,4,38896,0.02000
,ES,4,29172,0.01500
,ES,4,19448,0.01000
,ES,4,9724,0.00500
,ES,4,1945,0.00100
,ES,4,972,0.00050
,ES,4,194,0.00010
,ES,4,0,0.00000
,ES,5,2135621,1.00000
,ES,5,1067811,0.50000
,ES,5,854248,0.40000
,ES,5,640686,0.30000
,ES,5,427124,0.20000
,ES,5,320343,0.15000
,ES,5,213562,0.10000
,ES,5,106781,0.05000
,ES,5,85425,0.04000
,ES,5,64069,0.03000
,ES,5,42712,0.02000
,ES,5,32034,0.01500
,ES,5,21356,0.01000
,ES,5,10678,0.00500
,ES,5,2136,0.00100
,ES,5,1068,0.00050
,ES,5,214,0.00010
,ES,5,0,0.00000
,ES,6,1531345,1.00000
,ES,6,765673,0.50000
,ES,6,612538,0.40000
,ES,6,459404,0.30000
,ES,6,306269,0.20000
,ES,6,229702,0.15000
,ES,6,153135,0.10000
,ES,6,76567,0.05000
,ES,6,61254,0.04000
,ES,6,45940,0.03000
,ES,6,30627,0.02000
,ES,6,22970,0.01500
,ES,6,15313,0.01000
,ES,6,7657,0.00500
,ES,6,1531,0.00100
,ES,6,766,0.00050
,ES,6,153,0.00010
,ES,6,0,0.00000
,ES,7,1533580,1.00000
,ES,7,766790,0.50000
,ES,7,613432,0.40000
,ES,7,460074,0.30000
,ES,7,306716,0.20000
,ES,7,230037,0.15000
,ES,7,153358,0.10000
,ES,7,76679,0.05000
,ES,7,61343,0.04000
,ES,7,46007,0.03000
,ES,7,30672,0.02000
,ES,7,23004,0.01500
,ES,7,15336,0.01000
,ES,7,7668,0.00500
,ES,7,1534,0.00100
,ES,7,767,0.00050
,ES,7,153,0.00010
,ES,7,0,0.00000
,ES,8,2372006,1.00000
,ES,8,1186003,0.50000
,ES,8,948802,0.40000
,ES,8,711602,0.30000
,ES,8,474401,0.20000
,ES,8,355801,0.15000
,ES,8,237201,0.10000
,ES,8,118600,0.05000
,ES,8,94880,0.04000
,ES,8,71160,0.03000
,ES,8,47440,0.02000
,ES,8,35580,0.01500
,ES,8,23720,0.01000
,ES,8,11860,0.00500
,ES,8,2372,0.00100
,ES,8,1186,0.00050
,ES,8,237,0.00010
,ES,8,0,0.00000
,ES,9,2480069,1.00000
,ES,9,1240035,0.50000
,ES,9,992028,0.40000
,ES,9,744021,0.30000
,ES,9,496014,0.20000
,ES,9,372010,0.15000
,ES,9,248007,0.10000
,ES,9,124003,0.05000
,ES,9,99203,0.04000
,ES,9,74402,0.03000
,ES,9,49601,0.02000
,ES,9,37201,0.01500
,ES,9,24801,0.01000
,ES,9,12400,0.00500
,ES,9,2480,0.00100
,ES,9,1240,0.00050
,ES,9,248,0.00010
,ES,9,0,0.00000
,ES,10,1919191,1.00000
,ES,10,959596,0.50000
,ES,10,767676,0.40000
,ES,10,575757,0.30000
,ES,10,383838,0.20000
,ES,10,287879,0.15000
,ES,10,191919,0.10000
,ES,10,95960,0.05000
,ES,10,76768,0.04000
,ES,10,57576,0.03000
,ES,10,38384,0.02000
,ES,10,28788,0.01500
,ES,10,19192,0.01000
,ES,10,9596,0.00500
,ES,10,1919,0.00100
,ES,10,960,0.00050
,ES,10,192,0.00010
,ES,10,0,0.00000
,ES,11,1912679,1.00000
,ES,11,956340,0.50000
,ES,11,765072,0.40000
,ES,11,573804,0.30000
,ES,11,382536,0.20000
,ES,11,286902,0.15000
,ES,11,191268,0.10000
,ES,11,95634,0.05000
,ES,11,76507,0.04000
,ES,11,57380,0.03000
,ES,11,38254,0.02000
,ES,11,28690,0.01500
,ES,11,19127,0.01000
,ES,11,9563,0.00500
,ES,11,1913,0.00100
,ES,11,956,0.00050
,ES,11,191,0.00010
,ES,11,0,0.00000
,ES,12,1689801,1.00000
,ES,12,844901,0.50000
,ES,12,675920,0.40000
,ES,12,506940,0.30000
,ES,12,337960,0.20000
,ES,12,253470,0.15000
,ES,12,168980,0.10000
,ES,12,84490,0.05000
,ES,12,67592,0.04000
,ES,12,50694,0.03000
,ES,12,33796,0.02000
,ES,12,25347,0.01500
,ES,12,16898,0.01000
,ES,12,8449,0.00500
,ES,12,1690,0.00100
,ES,12,845,0.00050
,ES,12,169,0.00010
,ES,12,0,0.00000
,ES,13,2080452,1.00000
,ES,13,1040226,0.50000
,ES,13,832181,0.40000
,ES,13,624136,0.30000
,ES,13,416090,0.20000
,ES,13,312068,0.15000
,ES,13,208045,0.10000
,ES,13,104023,0.05000
,ES,13,83218,0.04000
,ES,13,62414,0.03000
,ES,13,41609,0.02000
,ES,13,31207,0.01500
,ES,13,20805,0.01000
,ES,13,10402,0.00500
,ES,13,2080,0.00100
,ES,13,1040,0.00050
,ES,13,208,0.00010
,ES,13,0,0.00000
,ES,14,2304584,1.00000
,ES,14,1152292,0.50000
,ES,14,921834,0.40000
,ES,14,691375,0.30000
,ES,14,460917,0.20000
,ES,14,345688,0.15000
,ES,14,230458,0.10000
,ES,14,115229,0.05000
,ES,14,92183,0.04000
,ES,14,69138,0.03000
,ES,14,46092,0.02000
,ES,14,34569,0.01500
,ES,14,23046,0.01000
,ES,14,11523,0.00500
,ES,14,2305,0.00100
,ES,14,1152,0.00050
,ES,14,230,0.00010
,ES,14,0,0.00000
,ES,15,2798913,1.00000
,ES,15,1399457,0.50000
,ES,15,1119565,0.40000
,ES,15,839674,0.30000
,ES,15,559783,0.20000
,ES,15,419837,0.15000
,ES,15,279891,0.10000
,ES,15,139946,0.05000
,ES,15,111957,0.04000
,ES,15,83967,0.03000
,ES,15,55978,0.02000
,ES,15,41984,0.01500
,ES,15,27989,0.01000
,ES,15,13995,0.00500
,ES,15,2799,0.00100
,ES,15,1399,0.00050
,ES,15,280,0.00010
,ES,15,0,0.00000
,ES,16,2166820,1.00000
,ES,16,1083410,0.50000
,ES,16,866728,0.40000
,ES,16,650046,0.30000
,ES,16,433364,0.20000
,ES,16,325023,0.15000
,ES,16,216682,0.10000
,ES,16,108341,0.05000
,ES,16,86673,0.04000
,ES,16,65005,0.03000
,ES,16,43336,0.02000
,ES,16,32502,0.01500
,ES,16,21668,0.01000
,ES,16,10834,0.00500
,ES,16,2167,0.00100
,ES,16,1083,0.00050
,ES,16,217,0.00010
,ES,16,0,0.00000
,ES,17,1990346,1.00000
,ES,17,995173,0.50000
,ES,17,796138,0.40000
,ES,17,597104,0.30000
,ES,17,398069,0.20000
,ES,17,298552,0.15000
,ES,17,199035,0.10000
,ES,17,99517,0.05000
,ES,17,79614,0.04000
,ES,17,59710,0.03000
,ES,17,39807,0.02000
,ES,17,29855,0.01500
,ES,17,19903,0.01000
,ES,17,9952,0.00500
,ES,17,1990,0.00100
,ES,17,995,0.00050
,ES,17,199,0.00010
,ES,17,0,0.00000
,ES,18,1930934,1.00000
,ES,18,965467,0.50000
,ES,18,772374,0.40000
,ES,18,579280,0.30000
,ES,18,386187,0.20000
,ES,18,289640,0.15000
,ES,18,193093,0.10000
,ES,18,96547,0.05000
,ES,18,77237,0.04000
,ES,18,57928,0.03000
,ES,18,38619,0.02000
,ES,18,28964,0.01500
,ES,18,19309,0.01000
,ES,18,9655,0.00500
,ES,18,1931,0.00100
,ES,18,965,0.00050
,ES,18,193,0.00010
,ES,18,0,0.00000
,ES,19,1911064,1.00000
,ES,19,955532,0.50000
,ES,19,764426,0.40000
,ES,19,573319,0.30000
,ES,19,382213,0.20000
,ES,19,286660,0.15000
,ES,19,191106,0.10000
,ES,19,95553,0.05000
,ES,19,76443,0.04000
,ES,19,57332,0.03000
,ES,19,38221,0.02000
,ES,19,28666,0.01500
,ES,19,19111,0.01000
,ES,19,9555,0.00500
,ES,19,1911,0.00100
,ES,19,956,0.00050
,ES,19,191,0.00010
,ES,19,0,0.00000
,ES,20,1928009,1.00000
,ES,20,964005,0.50000
,ES,20,771204,0.40000
,ES,20,578403,0.30000
,ES,20,385602,0.20000
,ES,20,289201,0.15000
,ES,20,192801,0.10000
,ES,20,96400,0.05000
,ES,20,77120,0.04000
,ES,20,57840,0.03000
,ES,20,38560,0.02000
,ES,20,28920,0.01500
,ES,20,19280,0.01000
,ES,20,9640,0.00500
,ES,20,1928,0.00100
,ES,20,964,0.00050
,ES,20,193,0.00010
,ES,20,0,0.00000
,ES,21,1960334,1.00000
,ES,21,980167,0.50000
,ES,21,784134,0.40000
,ES,21,588100,0.30000
,ES,21,392067,0.20000
,ES,21,294050,0.15000
,ES,21,196033,0.10000
,ES,21,98017,0.05000
,ES,21,78413,0.04000
,ES,21,58810,0.03000
,ES,21,39207,0.02000
,ES,21,29405,0.01500
,ES,21,19603,0.01000
,ES,21,9802,0.00500
,ES,21,1960,0.00100
,ES,21,980,0.00050
,ES,21,196,0.00010
,ES,21,0,0.00000
,ES,22,1950823,1.00000
,ES,22,975412,0.50000
,ES,22,780329,0.40000
,ES,22,585247,0.30000
,ES,22,390165,0.20000
,ES,22,292623,0.15000
,ES,22,195082,0.10000
,ES,22,97541,0.05000
,ES,22,78033,0.04000
,ES,22,58525,0.03000
,ES,22,39016,0.02000
,ES,22,29262,0.01500
,ES,22,19508,0.01000
,ES,22,9754,0.00500
,ES,22,1951,0.00100
,ES,22,975,0.00050
,ES,22,195,0.00010
,ES,22,0,0.00000
,ES,23,2400128,1.00000
,ES,23,1200064,0.50000
,ES,23,960051,0.40000
,ES,23,720038,0.30000
,ES,23,480026,0.20000
,ES,23,360019,0.15000
,ES,23,240013,0.10000
,ES,23,120006,0.05000
,ES,23,96005,0.04000
,ES,23,72004,0.03000
,ES,23,48003,0.02000
,ES,23,36002,0.01500
,ES,23,24001,0.01000
,ES,23,12001,0.00500
,ES,23,2400,0.00100
,ES,23,1200,0.00050
,ES,23,240,0.00010
,ES,23,0,0.00000
,IT,1,2563895,1.00000
,IT,1,1281948,0.50000
,IT,1,1025558,0.40000
,IT,1,769169,0.30000
,IT,1,512779,0.20000
,IT,1,384584,0.15000
,IT,1,256390,0.10000
,IT,1,128195,0.05000
,IT,1,102556,0.04000
,IT,1,76917,0.03000
,IT,1,51278,0.02000
,IT,1,38458,0.01500
,IT,1,25639,0.01000
,IT,1,12819,0.00500
,IT,1,2564,0.00100
,IT,1,1282,0.00050
,IT,1,256,0.00010
,IT,1,0,0.00000
,IT,2,2313757,1.00000
,IT,2,1156879,0.50000
,IT,2,925503,0.40000
,IT,2,694127,0.30000
,IT,2,462751,0.20000
,IT,2,347064,0.15000
,IT,2,231376,0.10000
,IT,2,115688,0.05000
,IT,2,92550,0.04000
,IT,2,69413,0.03000
,IT,2,46275,0.02000
,IT,2,34706,0.01500
,IT,2,23138,0.01000
,IT,2,11569,0.00500
,IT,2,2314,0.00100
,IT,2,1157,0.00050
,IT,2,231,0.00010
,IT,2,0,0.00000
,IT,3,2369207,1.00000
,IT,3,1184604,0.50000
,IT,3,947683,0.40000
,IT,3,710762,0.30000
,IT,3,473841,0.20000
,IT,3,355381,0.15000
,IT,3,236921,0.10000
,IT,3,118460,0.05000
,IT,3,94768,0.04000
,IT,3,71076,0.03000
,IT,3,47384,0.02000
,IT,3,35538,0.01500
,IT,3,23692,0.01000
,IT,3,11846,0.00500
,IT,3,2369,0.00100
,IT,3,1185,0.00050
,IT,3,237,0.00010
,IT,3,0,0.00000
,IT,4,2355433,1.00000
,IT,4,1177717,0.50000
,IT,4,942173,0.40000
,IT,4,706630,0.30000
,IT,4,471087,0.20000
,IT,4,353315,0.15000
,IT,4,235543,0.10000
,IT,4,117772,0.05000
,IT,4,94217,0.04000
,IT,4,70663,0.03000
,IT,4,47109,0.02000
,IT,4,35331,0.01500
,IT,4,23554,0.01000
,IT,4,11777,0.00500
,IT,4,2355,0.00100
,IT,4,1178,0.00050
,IT,4,236,0.00010
,IT,4,0,0.00000
,IT,5,2354570,1.00000
,IT,5,1177285,0.50000
,IT,5,941828,0.40000
,IT,5,706371,0.30000
,IT,5,470914,0.20000
,IT,5,353186,0.15000
,IT,5,235457,0.10000
,IT,5,117729,0.05000
,IT,5,94183,0.04000
,IT,5,70637,0.03000
,IT,5,47091,0.02000
,IT,5,35319,0.01500
,IT,5,23546,0.01000
,IT,5,11773,0.00500
,IT,5,2355,0.00100
,IT,5,1177,0.00050
,IT,5,235,0.00010
,IT,5,0,0.00000
,IT,6,2273923,1.00000
,IT,6,1136962,0.50000
,IT,6,909569,0.40000
,IT,6,682177,0.30000
,IT,6,454785,0.20000
,IT,6,341088,0.15000
,IT,6,227392,0.10000
,IT,6,113696,0.05000
,IT,6,90957,0.04000
,IT,6,68218,0.03000
,IT,6,45478,0.02000
,IT,6,34109,0.01500
,IT,6,22739,0.01000
,IT,6,11370,0.00500
,IT,6,2274,0.00100
,IT,6,1137,0.00050
,IT,6,227,0.00010
,IT,6,0,0.00000
,IT,7,1793804,1.00000
,IT,7,896902,0.50000
,IT,7,717522,0.40000
,IT,7,538141,0.30000
,IT,7,358761,0.20000
,IT,7,269071,0.15000
,IT,7,179380,0.10000
,IT,7,89690,0.05000
,IT,7,71752,0.04000
,IT,7,53814,0.03000
,IT,7,35876,0.02000
,IT,7,26907,0.01500
,IT,7,17938,0.01000
,IT,7,8969,0.00500
,IT,7,1794,0.00100
,IT,7,897,0.00050
,IT,7,179,0.00010
,IT,7,0,0.00000
,IT,8,2864850,1.00000
,IT,8,1432425,0.50000
,IT,8,1145940,0.40000
,IT,8,859455,0.30000
,IT,8,572970,0.20000
,IT,8,429728,0.15000
,IT,8,286485,0.10000
,IT,8,143243,0.05000
,IT,8,114594,0.04000
,IT,8,85946,0.03000
,IT,8,57297,0.02000
,IT,8,42973,0.01500
,IT,8,28649,0.01000
,IT,8,14324,0.00500
,IT,8,2865,0.00100
,IT,8,1432,0.00050
,IT,8,286,0.00010
,IT,8,0,0.00000
,IT,9,4122037,1.00000
,IT,9,2061019,0.50000
,IT,9,1648815,0.40000
,IT,9,1236611,0.30000
,IT,9,824407,0.20000
,IT,9,618306,0.15000
,IT,9,412204,0.10000
,IT,9,206102,0.05000
,IT,9,164881,0.04000
,IT,9,123661,0.03000
,IT,9,82441,0.02000
,IT,9,61831,0.01500
,IT,9,41220,0.01000
,IT,9,20610,0.00500
,IT,9,4122,0.00100
,IT,9,2061,0.00050
,IT,9,412,0.00010
,IT,9,0,0.00000
,IT,10,3458890,1.00000
,IT,10,1729445,0.50000
,IT,10,1383556,0.40000
,IT,10,1037667,0.30000
,IT,10,691778,0.20000
,IT,10,518834,0.15000
,IT,10,345889,0.10000
,IT,10,172945,0.05000
,IT,10,138356,0.04000
,IT,10,103767,0.03000
,IT,10,69178,0.02000
,IT,10,51883,0.01500
,IT,10,34589,0.01000
,IT,10,17294,0.00500
,IT,10,3459,0.00100
,IT,10,1729,0.00050
,IT,10,346,0.00010
,IT,10,0,0.00000
,IT,11,2335743,1.00000
,IT,11,1167872,0.50000
,IT,11,934297,0.40000
,IT,11,700723,0.30000
,IT,11,467149,0.20000
,IT,11,350361,0.15000
,IT,11,233574,0.10000
,IT,11,116787,0.05000
,IT,11,93430,0.04000
,IT,11,70072,0.03000
,IT,11,46715,0.02000
,IT,11,35036,0.01500
,IT,11,23357,0.01000
,IT,11,11679,0.00500
,IT,11,2336,0.00100
,IT,11,1168,0.00050
,IT,11,234,0.00010
,IT,11,0,0.00000
,IT,12,2136729,1.00000
,IT,12,1068365,0.50000
,IT,12,854692,0.40000
,IT,12,641019,0.30000
,IT,12,427346,0.20000
,IT,12,320509,0.15000
,IT,12,213673,0.10000
,IT,12,106836,0.05000
,IT,12,85469,0.04000
,IT,12,64102,0.03000
,IT,12,42735,0.02000
,IT,12,32051,0.01500
,IT,12,21367,0.01000
,IT,12,10684,0.00500
,IT,12,2137,0.00100
,IT,12,1068,0.00050
,IT,12,214,0.00010
,IT,12,0,0.00000
,IT,13,4094424,1.00000
,IT,13,2047212,0.50000
,IT,13,1637770,0.40000
,IT,13,1228327,0.30000
,IT,13,818885,0.20000
,IT,13,614164,0.15000
,IT,13,409442,0.10000
,IT,13,204721,0.05000
,IT,13,163777,0.04000
,IT,13,122833,0.03000
,IT,13,81888,0.02000
,IT,13,61416,0.01500
,IT,13,40944,0.01000
,IT,13,20472,0.00500
,IT,13,4094,0.00100
,IT,13,2047,0.00050
,IT,13,409,0.00010
,IT,13,0,0.00000
,IT,14,2175366,1.00000
,IT,14,1087683,0.50000
,IT,14,870146,0.40000
,IT,14,652610,0.30000
,IT,14,435073,0.20000
,IT,14,326305,0.15000
,IT,14,217537,0.10000
,IT,14,108768,0.05000
,IT,14,87015,0.04000
,IT,14,65261,0.03000
,IT,14,43507,0.02000
,IT,14,32630,0.01500
,IT,14,21754,0.01000
,IT,14,10877,0.00500
,IT,14,2175,0.00100
,IT,14,1088,0.00050
,IT,14,218,0.00010
,IT,14,0,0.00000
,IT,15,3498320,1.00000
,IT,15,1749160,0.50000
,IT,15,1399328,0.40000
,IT,15,1049496,0.30000
,IT,15,699664,0.20000
,IT,15,524748,0.15000
,IT,15,349832,0.10000
,IT,15,174916,0.05000
,IT,15,139933,0.04000
,IT,15,104950,0.03000
,IT,15,69966,0.02000
,IT,15,52475,0.01500
,IT,15,34983,0.01000
,IT,15,17492,0.00500
,IT,15,3498,0.00100
,IT,15,1749,0.00050
,IT,15,350,0.00010
,IT,15,0,0.00000
,IT,16,2546753,1.00000
,IT,16,1273377,0.50000
,IT,16,1018701,0.40000
,IT,16,764026,0.30000
,IT,16,509351,0.20000
,IT,16,382013,0.15000
,IT,16,254675,0.10000
,IT,16,127338,0.05000
,IT,16,101870,0.04000
,IT,16,76403,0.03000
,IT,16,50935,0.02000
,IT,16,38201,0.01500
,IT,16,25468,0.01000
,IT,16,12734,0.00500
,IT,16,2547,0.00100
,IT,16,1273,0.00050
,IT,16,255,0.00010
,IT,16,0,0.00000
,IT,17,3067508,1.00000
,IT,17,1533754,0.50000
,IT,17,1227003,0.40000
,IT,17,920252,0.30000
,IT,17,613502,0.20000
,IT,17,460126,0.15000
,IT,17,306751,0.10000
,IT,17,153375,0.05000
,IT,17,122700,0.04000
,IT,17,92025,0.03000
,IT,17,61350,0.02000
,IT,17,46013,0.01500
,IT,17,30675,0.01000
,IT,17,15338,0.00500
,IT,17,3068,0.00100
,IT,17,1534,0.00050
,IT,17,307,0.00010
,IT,17,0,0.00000
,IT,18,2346930,1.00000
,IT,18,1173465,0.50000
,IT,18,938772,0.40000
,IT,18,704079,0.30000
,IT,18,469386,0.20000
,IT,18,352040,0.15000
,IT,18,234693,0.10000
,IT,18,117347,0.05000
,IT,18,93877,0.04000
,IT,18,70408,0.03000
,IT,18,46939,0.02000
,IT,18,35204,0.01500
,IT,18,23469,0.01000
,IT,18,11735,0.00500
,IT,18,2347,0.00100
,IT,18,1173,0.00050
,IT,18,235,0.00010
,IT,18,0,0.00000
,IT,19,3963928,1.00000
,IT,19,1981964,0.50000
,IT,19,1585571,0.40000
,IT,19,1189178,0.30000
,IT,19,792786,0.20000
,IT,19,594589,0.15000
,IT,19,396393,0.10000
,IT,19,198196,0.05000
,IT,19,158557,0.04000
,IT,19,118918,0.03000
,IT,19,79279,0.02000
,IT,19,59459,0.01500
,IT,19,39639,0.01000
,IT,19,19820,0.00500
,IT,19,3964,0.00100
,IT,19,1982,0.00050
,IT,19,396,0.00010
,IT,19,0,0.00000
,IT,20,2370294,1.00000
,IT,20,1185147,0.50000
,IT,20,948118,0.40000
,IT,20,711088,0.30000
,IT,20,474059,0.20000
,IT,20,355544,0.15000
,IT,20,237029,0.10000
,IT,20,118515,0.05000
,IT,20,94812,0.04000
,IT,20,71109,0.03000
,IT,20,47406,0.02000
,IT,20,35554,0.01500
,IT,20,23703,0.01000
,IT,20,11851,0.00500
,IT,20,2370,0.00100
,IT,20,1185,0.00050
,IT,20,237,0.00010
,IT,20,0,0.00000
,IT,21,4251189,1.00000
,IT,21,2125595,0.50000
,IT,21,1700476,0.40000
,IT,21,1275357,0.30000
,IT,21,850238,0.20000
,IT,21,637678,0.15000
,IT,21,425119,0.10000
,IT,21,212559,0.05000
,IT,21,170048,0.04000
,IT,21,127536,0.03000
,IT,21,85024,0.02000
,IT,21,63768,0.01500
,IT,21,42512,0.01000
,IT,21,21256,0.00500
,IT,21,4251,0.00100
,IT,21,2126,0.00050
,IT,21,425,0.00010
,IT,21,0,0.00000
,IT,22,4032985,1.00000
,IT,22,2016493,0.50000
,IT,22,1613194,0.40000
,IT,22,1209896,0.30000
,IT,22,806597,0.20000
,IT,22,604948,0.15000
,IT,22,403299,0.10000
,IT,22,201649,0.05000
,IT,22,161319,0.04000
,IT,22,120990,0.03000
,IT,22,80660,0.02000
,IT,22,60495,0.01500
,IT,22,40330,0.01000
,IT,22,20165,0.00500
,IT,22,4033,0.00100
,IT,22,2016,0.00050
,IT,22,403,0.00010
,IT,22,0,0.00000
,IT,23,3580095,1.00000
,IT,23,1790048,0.50000
,IT,23,1432038,0.40000
,IT,23,1074029,0.30000
,IT,23,716019,0.20000
,IT,23,537014,0.15000
,IT,23,358010,0.10000
,IT,23,179005,0.05000
,IT,23,143204,0.04000
,IT,23,107403,0.03000
,IT,23,71602,0.02000
,IT,23,53701,0.01500
,IT,23,35801,0.01000
,IT,23,17900,0.00500
,IT,23,3580,0.00100
,IT,23,1790,0.00050
,IT,23,358,0.00010
,IT,23,0,0.00000